code,response
"/**
 * @Author: philip
 * @Date:   2017-05-27T16:51:26+00:00
 * @Filename: Signup.js
 * @Last modified by:   philip
 * @Last modified time: 2017-05-27T17:41:50+00:00
 */


import React from 'react';
import { Link } from 'react-router-dom';
import { Row, Col, FormGroup, ControlLabel, FormControl, Button } from 'react-bootstrap';
import handleSignup from '../../../modules/signup';

export default class Signup extends React.Component {
  componentDidMount() {
    handleSignup({ component: this });
  }

  handleSubmit(event) {
    event.preventDefault();
    
    console.log(this.signupForm);
  }

  render() {
    return (
      <div className=""middle-box text-center loginscreen animated fadeInDown"">
        <div>
            <h1 className=""logo-name"">IN+</h1>
        </div>
        <h3>Register to IN+</h3>

        <p>Create account to see it in action.</p>
        <form
          ref={ form => (this.signupForm = form) }
          onSubmit={ this.handleSubmit }
          className=""m-t""
        >
          <FormGroup>
            <FormControl
              type=""text""
              ref=""username""
              name=""username""
              placeholder=""Username""
            />
          </FormGroup>
          <FormGroup>
            <FormControl
              type=""text""
              ref=""emailAddress""
              name=""emailAddress""
              placeholder=""Email Address""
            />
          </FormGroup>
          <FormGroup>
            <FormControl
              type=""password""
              ref=""password""
              name=""password""
              placeholder=""Password""
            />
          </FormGroup>
          <FormGroup>
            <ControlLabel><input type=""checkbox"" /><i></i> Agree the terms and policy</ControlLabel>
          </FormGroup>
          <Button type=""submit"" bsStyle=""success"" className=""btn-primary block full-width m-b"">Sign Up</Button>
          <p className=""text-muted text-center"">
              <small>Already have an account?</small>
          </p>
          <Link to=""/login"" className=""btn btn-sm btn-white btn-block"">Log In</Link>
        </form>
        <p className=""m-t"">
            <small>Inspinia we app framework base on Bootstrap 3 &copy; 2017</small>
        </p>
      </div>
    );
  }
}
","Design a React component for user account sign up that has:

* Form with username, email address, and password fields
* Checkbox for agreeing to terms and policy
* Submit button
* Link to login page
* Inspinia copyright message at the bottom"
"import React from 'react';
import withStyles from 'isomorphic-style-loader/lib/withStyles';
import s from './Logout.css';

class Logout extends React.Component {
  componentDidMount() {
    setTimeout(() => {
      window.location.reload();
    }, 1250);
  }

  render() {
    return <div className={s.text}>Logging out...</div>;
  }
}

export default withStyles(s)(Logout);
","Create a React component that displays ""Logging out..."" for a short duration before reloading the page. Ensure that the component is properly styled using CSS modules."
"
import React, { Component } from 'react';
import { Container,List, Header, Title, Content, Button, Icon, IconNB, Card, CardItem, Text, Left, Right, Body, ListItem } from 'native-base';
import { View } from 'react-native'

import styles from '../../styles/socialBox';

import contacts from '../../../../mock/contacts'

import realm from '../../db_ini'

const _getContact = (contactId) => {

  const contacts = realm.objects('User')
  const searchResult = contacts.filtered(`userId = ""${contactId}""`)
  const recent_contact = searchResult[0]
  return recent_contact

}

const _getMatchingData = (arr1,arr2) => {
  arr1.prototype.diff = function(arr2) {
      var ret = [];
      for(var i in this) {
          if(arr2.indexOf( this[i] ) > -1){
              ret.push( this[i] );
          }
      }
      return ret;
  };
}

const renderData = (contactId) => {
  const datas = contacts
  const contact = _getContact(contactId)
  return (
      <View>
      <List
          dataArray={contact.publicSharedData[0].hashTagData} renderRow={data =>
            <ListItem style={{backgroundColor:'white'}}>
              <Text>{data.tagDescription}</Text>
              <Right>
                <Text>{data.tagText}</Text>
              </Right>
            </ListItem>
        }
        />
      </View>
      )
}

const ConnectDetailTagBox = (props) => {
  const datas = contacts
  const {children} = props
    return (
      <View>
        {renderData(children)}
      </View>
    )
}

export default ConnectDetailTagBox
",Provide an example of a React Native function named `ConnectDetailTagBox` that dynamically displays a list of tags based on the contact's ID. Each tag should be formatted as a list item with a description on the left and text on the right. The data for the tags should come from a list of predefined contacts and the user's personal data.
"import React from 'react';
import SPELLS from 'common/SPELLS';
import SPECS from 'game/SPECS';
import SpellLink from 'common/SpellLink';
import { formatNumber, formatPercentage } from 'common/format';
import TalentStatisticBox, { STATISTIC_ORDER } from 'interface/others/TalentStatisticBox';
import AbilityTracker from 'parser/shared/modules/AbilityTracker';
import Analyzer from 'parser/core/Analyzer';
import calculateEffectiveDamage from 'parser/core/calculateEffectiveDamage';
import Events from 'parser/core/Events';
import { SELECTED_PLAYER } from 'parser/core/EventFilter';
import SUGGESTION_IMPORTANCE from 'parser/core/ISSUE_IMPORTANCE';

/*
 * If Rune of Power is substantially better than the rest of the row, enable
 * ROP talent suggestion. At time of writing, it's a substantial increase over
 * incanters flow for fire and arcane in all situations.
 */
const SUGGEST_ROP = { [SPECS.FROST_MAGE.id]: false, [SPECS.ARCANE_MAGE.id]: true, [SPECS.FIRE_MAGE.id]: true };

const DAMAGE_BONUS = 0.4;
const RUNE_DURATION = 10;
const INCANTERS_FLOW_EXPECTED_BOOST = 0.12;

// FIXME due to interactions with Ignite, the damage boost number will be underrated for Fire Mages. Still fine for Arcane and Frost.
class RuneOfPower extends Analyzer {
  static dependencies = {
    abilityTracker: AbilityTracker,
  };

  hasROP = false;
  damage = 0;

  constructor(...args) {
    super(...args);

    if (this.selectedCombatant.hasTalent(SPELLS.RUNE_OF_POWER_TALENT.id)) {
      this.hasROP = true;
      this.addEventListener(Events.damage.by(SELECTED_PLAYER), this.onPlayerDamage);
    }
  }

  onPlayerDamage(event) {
    if (this.selectedCombatant.hasBuff(SPELLS.RUNE_OF_POWER_BUFF.id)) {
      this.damage += calculateEffectiveDamage(event, DAMAGE_BONUS);
    }
  }

  get damagePercent() {
    return this.owner.getPercentageOfTotalDamageDone(this.damage);
  }

  get damageIncreasePercent() {
    return this.damagePercent / (1 - this.damagePercent);
  }

  get uptimeMS() {
    return this.selectedCombatant.getBuffUptime(SPELLS.RUNE_OF_POWER_BUFF.id);
  }

  get roundedSecondsPerCast() {
    return ((this.uptimeMS / this.abilityTracker.getAbility(SPELLS.RUNE_OF_POWER_TALENT.id).casts) / 1000).toFixed(1);
  }

  get damageSuggestionThresholds() {
    return {
      actual: this.damageIncreasePercent,
      isLessThan: {
        minor: INCANTERS_FLOW_EXPECTED_BOOST,
        average: INCANTERS_FLOW_EXPECTED_BOOST,
        major: INCANTERS_FLOW_EXPECTED_BOOST - 0.03,
      },
      style: 'percentage',
    };
  }

  get roundedSecondsSuggestionThresholds() {
    return {
      actual: this.roundedSecondsPerCast,
      isLessThan: {
        minor: RUNE_DURATION,
        average: RUNE_DURATION - 1,
        major: RUNE_DURATION - 2,
      },
      style: 'number',
    };
  }

  showSuggestion = true;
  suggestions(when) {
    if (!this.hasROP) {
      when(SUGGEST_ROP[this.selectedCombatant.specId]).isTrue()
        .addSuggestion((suggest) => {
          return suggest(
            <>
            It is highly recommended to talent into <SpellLink id={SPELLS.RUNE_OF_POWER_TALENT.id} /> when playing this spec.
            While it can take some practice to master, when played correctly it outputs substantially more DPS than <SpellLink id={SPELLS.INCANTERS_FLOW_TALENT.id} /> or <SpellLink id={SPELLS.MIRROR_IMAGE_TALENT.id} />.
            </>)
            .icon(SPELLS.RUNE_OF_POWER_TALENT.icon)
            .staticImportance(SUGGESTION_IMPORTANCE.REGULAR);
        });
      return;
    }

    if(!this.showSuggestion) {
      return;
    }

    when(this.damageSuggestionThresholds)
      .addSuggestion((suggest, actual, recommended) => {
        return suggest(<>Your <SpellLink id={SPELLS.RUNE_OF_POWER_TALENT.id} /> damage boost is below the expected passive gain from <SpellLink id={SPELLS.INCANTERS_FLOW_TALENT.id} />. Either find ways to make better use of the talent, or switch to <SpellLink id={SPELLS.INCANTERS_FLOW_TALENT.id} />.</>)
          .icon(SPELLS.RUNE_OF_POWER_TALENT.icon)
          .actual(`${formatPercentage(this.damageIncreasePercent)}% damage increase from Rune of Power`)
          .recommended(`${formatPercentage(recommended)}% is the passive gain from Incanter's Flow`);
      });

    if (this.abilityTracker.getAbility(SPELLS.RUNE_OF_POWER_TALENT.id).casts > 0) {
      when(this.roundedSecondsSuggestionThresholds)
        .addSuggestion((suggest, actual, recommended) => {
          return suggest(<>You sometimes aren't standing in your <SpellLink id={SPELLS.RUNE_OF_POWER_TALENT.id} /> for its full duration. Try to only use it when you know you won't have to move for the duration of the effect.</>)
            .icon(SPELLS.RUNE_OF_POWER_TALENT.icon)
            .actual(`Average ${this.roundedSecondsPerCast}s standing in each Rune of Power`)
            .recommended(`the full duration of ${formatNumber(RUNE_DURATION)}s is recommended`);
        });
    }

  }

  showStatistic = true;
  statistic() {
    if (!this.hasROP || !this.showStatistic) return null;

    return (
      <TalentStatisticBox
        talent={SPELLS.RUNE_OF_POWER_TALENT.id}
        position={STATISTIC_ORDER.CORE(100)}
        value={`${formatPercentage(this.damagePercent)} %`}
        label=""Rune of Power damage""
        tooltip={<>This is the portion of your total damage attributable to Rune of Power's boost. Expressed as an increase vs never using Rune of Power, this is a <strong>{formatPercentage(this.damageIncreasePercent)}% damage increase</strong>. Note that this number does <em>not</em> factor in the opportunity cost of casting Rune of Power instead of another damaging spell.</>}
      />
    );
  }

}

export default RuneOfPower;
","Create a statistic that shows the portion of total damage attributable to the Rune of Power's boost, expressed as an increase versus never using Rune of Power."
"import React from 'react';

import SPELLS from 'common/SPELLS';
import { formatPercentage } from 'common/format';
import { calculateAzeriteEffects } from 'common/stats';
import Analyzer from 'parser/core/Analyzer';
import TraitStatisticBox, { STATISTIC_ORDER } from 'interface/others/TraitStatisticBox';
import StatTracker from 'parser/shared/modules/StatTracker';

const bloodRiteStats = traits => Object.values(traits).reduce((obj, rank) => {
  const [haste] = calculateAzeriteEffects(SPELLS.BLOOD_RITE.id, rank);
  obj.haste += haste;
  return obj;
}, {
  haste: 0,
});

/**
 * Blood Rite
 * Gain x haste while active
 *
 * Example report: https://www.warcraftlogs.com/reports/k4bAJZKWVaGt12j9#fight=3&type=auras&source=14
 */
class BloodRite extends Analyzer {
  static dependencies = {
    statTracker: StatTracker,
  };

  haste = 0;
  bloodRiteProcs = 0;

  constructor(...args) {
    super(...args);
    this.active = this.selectedCombatant.hasTrait(SPELLS.BLOOD_RITE.id);
    if (!this.active) {
      return;
    }

    const { haste } = bloodRiteStats(this.selectedCombatant.traitsBySpellId[SPELLS.BLOOD_RITE.id]);
    this.haste = haste;

    this.statTracker.add(SPELLS.BLOOD_RITE_BUFF.id, {
      haste,
    });
  }

  on_byPlayer_applybuff(event) {
    this.handleBuff(event);
  }

  on_byPlayer_refreshbuff(event) {
    this.handleBuff(event);
  }

  handleBuff(event) {
    if (event.ability.guid !== SPELLS.BLOOD_RITE_BUFF.id) {
      return;
    }

    this.bloodRiteProcs += 1;
  }

  get uptime() {
    return this.selectedCombatant.getBuffUptime(SPELLS.BLOOD_RITE_BUFF.id) / this.owner.fightDuration;
  }

  get averageHaste() {
    return (this.haste * this.uptime).toFixed(0);
  }

  statistic() {
    return (
      <TraitStatisticBox
        position={STATISTIC_ORDER.OPTIONAL()}
        trait={SPELLS.BLOOD_RITE.id}
        value={`${this.averageHaste} average Haste`}
        tooltip={(
          <>
            {SPELLS.BLOOD_RITE.name} grants <strong>{this.haste} Haste</strong> while active.<br />
            You had <strong>{this.bloodRiteProcs} {SPELLS.BLOOD_RITE.name} procs</strong> resulting in {formatPercentage(this.uptime)}% uptime.
          </>
        )}
      />
    );
  }
}

export default BloodRite;
",Provide code to analyze the Blood Rite ability in Warcraft logs. The code should calculate the average haste gained from the ability's buff and display it in a TraitStatisticBox with a tooltip that includes information about the number of procs and uptime.
"// @flow
import React from 'react';
import { View } from 'react-native';

// ------------------------
// Javascript Built-Ins
// ------------------------
// Ensure Date.now and new Date() give us the same date for snapshots.
import timekeeper from 'timekeeper';
timekeeper.freeze(new Date(2017, 3, 1, 8, 0, 0));

// ------------------------
// React Native Built-Ins
// ------------------------
// React Native UI Manager needs a focus function.
// $FlowFixMe
import { UIManager } from 'NativeModules';
UIManager.focus = jest.fn();
UIManager.createView = jest.fn(() => <View />);
UIManager.updateView = jest.fn();

// ------------------------
// NPM Modules
// ------------------------
// Provide a manual mock for native modules.
jest.mock('react-native-maps');
","Prepare a testing environment for React Native components by mocking essential dependencies, including Javascript built-ins, React Native built-ins, and NPM modules. Ensure accurate date and time snapshotting and stub essential functions for UI interactions."
"/**
 * @fileoverview This option sets a specific tab width for your code
 * @author Dmitriy Shekhovtsov
 * @copyright 2014 Dmitriy Shekhovtsov. All rights reserved.
 */
""use strict"";

//------------------------------------------------------------------------------
// Requirements
//------------------------------------------------------------------------------

var eslint = require(""../../../lib/eslint""),
    ESLintTester = require(""eslint-tester"");
var fs = require(""fs"");
var path = require(""path"");
//------------------------------------------------------------------------------
// Tests
//------------------------------------------------------------------------------
var fixture = fs.readFileSync(path.join(__dirname, ""../../fixtures/rules/indent/indent-invalid-fixture-1.js""), ""utf8"");

function expectedErrors(errors) {
    if (!errors[0].length) {
        errors = [errors];
    }

    return errors.map(function (err) {
        return {
            message: ""Expected indentation of "" + err[1] + "" characters."",
            type: ""Program"",
            line: err[0]
        };
    });
}

var eslintTester = new ESLintTester(eslint);
eslintTester.addRuleTest(""lib/rules/indent"", {

    valid: [
        {
            code:
            ""switch (a) {\n"" +
            ""    case \""foo\"":\n"" +
            ""        a();\n"" +
            ""    break;\n"" +
            ""    case \""bar\"":\n"" +
            ""    a(); break;\n"" +
            ""    case \""baz\"":\n"" +
            ""        a(); break;\n"" +
            ""}""
        },
        {
            code: ""switch (0) {\n}""
        },
        {
            code:
            ""function foo() {\n"" +
            ""    var a = \""a\"";\n"" +
            ""    switch(a) {\n"" +
            ""        case \""a\"":\n"" +
            ""            return \""A\"";\n"" +
            ""        case \""b\"":\n"" +
            ""            return \""B\"";\n"" +
            ""    }\n"" +
            ""}\n"" +
            ""foo();""
        },
        {
            code:
            ""switch(value){\n"" +
            ""    case \""1\"":\n"" +
            ""    case \""2\"":\n"" +
            ""        a();\n"" +
            ""    break;\n"" +
            ""    default:\n"" +
            ""        a();\n"" +
            ""    break;\n"" +
            ""}\n"" +
            ""switch(value){\n"" +
            ""    case \""1\"":\n"" +
            ""        a();\n"" +
            ""        break;\n"" +
            ""    case \""2\"":\n"" +
            ""        break;\n"" +
            ""    default:\n"" +
            ""        break;\n"" +
            ""}"",
            options: [4]
        },
        {
            code:
                ""var obj = {foo: 1, bar: 2};\n"" +
                ""with (obj) {\n"" +
                ""    console.log(foo + bar);\n"" +
                ""}\n""
        },
        {
            code:
                ""if (a) {\n"" +
                ""    (1 + 2 + 3);\n"" + // no error on this line
                ""}""
        },
        {
            code:
                ""switch(value){ default: a(); break; }\n""
        },
        {
            code: ""import {addons} from 'react/addons'\rimport React from 'react'"",
            options: [2],
            ecmaFeatures: {
                modules: true
            }
        }
    ],
    invalid: [
        {
             code:
                 ""  var a = b;\n"" +
                 ""if (a) {\n"" +
                 ""  b();\n"" +
                 ""}\n"",
             options: [2],
             errors: expectedErrors([[1, 0]])
        },
        {
             code:
                 ""if (array.some(function(){\n"" +
                 ""  return true;\n"" +
                 ""})) {\n"" +
                 ""a++; // ->\n"" +
                 ""  b++;\n"" +
                 ""    c++; // <-\n"" +
                 ""}\n"",
             options: [2],
             errors: expectedErrors([[4, 2], [6, 2]])
        },
        {
            code: ""if (a){\n\tb=c;\n\t\tc=d;\ne=f;\n}"",
            options: [""tab""],
            errors: expectedErrors([[3, 1], [4, 1]])
        },
        {
            code: ""if (a){\n    b=c;\n      c=d;\n e=f;\n}"",
            options: [4],
            errors: expectedErrors([[3, 4], [4, 4]])
        },
        {
            code: fixture,
            options: [2, {indentSwitchCase: true}],
            errors: expectedErrors([
                [5, 2],
                [10, 4],
                [11, 2],
                [15, 4],
                [16, 2],
                [23, 2],
                [29, 2],
                [30, 4],
                [36, 4],
                [38, 2],
                [39, 4],
                [40, 2],
                [46, 0],
                [54, 2],
                [114, 4],
                [120, 4],
                [124, 4],
                [127, 4],
                [134, 4],
                [139, 2],
                [145, 2],
                [149, 2],
                [152, 2],
                [159, 2],
                [168, 4],
                [176, 4],
                [184, 4],
                [186, 4],
                [200, 2],
                [202, 2],
                [214, 2],
                [218, 6],
                [220, 6],
                [330, 6],
                [331, 6],
                [371, 2],
                [372, 2],
                [375, 2],
                [376, 2],
                [379, 2],
                [380, 2],
                [386, 2],
                [388, 2],
                [399, 2],
                [401, 2],
                [405, 4],
                [407, 4],
                [414, 2],
                [416, 2],
                [421, 2],
                [423, 2],
                [440, 2],
                [441, 2],
                [447, 2],
                [448, 2],
                [454, 2],
                [455, 2],
                [461, 6],
                [462, 6],
                [467, 6],
                [472, 6],
                [486, 2],
                [488, 2],
                [534, 6],
                [541, 6]
            ])
        },
        {
            code:
                ""switch(value){\n"" +
                ""    case \""1\"":\n"" +
                ""        a();\n"" +
                ""    break;\n"" +
                ""    case \""2\"":\n"" +
                ""        a();\n"" +
                ""    break;\n"" +
                ""    default:\n"" +
                ""        a();\n"" +
                ""        break;\n"" +
                ""}"",
            options: [4, {indentSwitchCase: true}],
            errors: expectedErrors([10, 4])
        },
        {
            code:
                ""switch(value){\n"" +
                ""    case \""1\"":\n"" +
                ""        a();\n"" +
                ""        break;\n"" +
                ""    case \""2\"":\n"" +
                ""        a();\n"" +
                ""        break;\n"" +
                ""    default:\n"" +
                ""    break;\n"" +
                ""}"",
            options: [4, {indentSwitchCase: true}],
            errors: expectedErrors([9, 8])
        },
        {
            code:
                ""switch(value){\n"" +
                ""    case \""1\"":\n"" +
                ""    case \""2\"":\n"" +
                ""        a();\n"" +
                ""        break;\n"" +
                ""    default:\n"" +
                ""        break;\n"" +
                ""}\n"" +
                ""switch(value){\n"" +
                ""    case \""1\"":\n"" +
                ""    break;\n"" +
                ""    case \""2\"":\n"" +
                ""        a();\n"" +
                ""    break;\n"" +
                ""    default:\n"" +
                ""        a();\n"" +
                ""    break;\n"" +
                ""}"",
            options: [4, {indentSwitchCase: true}],
            errors: expectedErrors([[11, 8], [14, 8], [17, 8]])
        },
        {
            code:
                ""switch(value){\n"" +
                ""    case \""1\"":\n"" +
                ""    case \""2\"":\n"" +
                ""        a();\n"" +
                ""    break;\n"" +
                ""    default:\n"" +
                ""        a();\n"" +
                ""    break;\n"" +
                ""}\n"" +
                ""switch(value){\n"" +
                ""    case \""1\"":\n"" +
                ""        a();\n"" +
                ""        break;\n"" +
                ""    case \""2\"":\n"" +
                ""        break;\n"" +
                ""    default:\n"" +
                ""        break;\n"" +
                ""}"",
            options: [4, {indentSwitchCase: true}],
            errors: expectedErrors([[13, 4], [15, 4], [17, 4]])
        },
        {
            code:
                ""var obj = {foo: 1, bar: 2};\n"" +
                ""with (obj) {\n"" +
                ""console.log(foo + bar);\n"" +
                ""}\n"",
            args: [2],
            errors: expectedErrors([3, 4])
        }
    ]
});
","Write a code snippet to configure the indentation of code to a specific number of spaces, using an external linter."
"import React from 'react'

import './layout.less'

class HorizontalLayout extends React.Component {
  static get defaultProps() {return{
    equalWidths: false,
    className: ''
  }}

  constructor(props) {
    super(props)
  }

  render() {
    let className = ""horizontal-layout "" + this.props.className
    if (this.props.equalWidths) {
      className = className + "" equal"" + this.props.children.length
    }
    return (
      <div className={className}>
        {this.props.children}
      </div>
    )
  }
}

class Column extends React.Component {
  static get defaultProps() {return{
    className: ''
  }}

  constructor(props) {
    super(props)
  }

  render() {
    let className = ""layout-column "" + this.props.className
    return (
      <div className={className}>
        {this.props.children}
      </div>
    )
  }
}

class VerticalLayout extends React.Component {
  static get defaultProps() {return{
    equalWidths: false,
    className: ''
  }}

  constructor(props) {
    super(props)
  }

  render() {
    let className = ""vertical-layout "" + this.props.className
    if (this.props.equalWidths) {
      className = className + "" equal"" + this.props.children.length
    }
    return (
      <div className={className}>
        {this.props.children}
      </div>
    )
  }
}

class Row extends React.Component {
  static get defaultProps() {return{
    className: '',
    size: 'expand',
    gutter: ''
  }}

  constructor(props) {
    super(props)
  }

  render() {
    let style = {}
    if (this.props.gutter) {
      style = {marginBottom: this.props.gutter}
    }
    let className = [""layout-row"", this.props.className, this.props.size].join("" "")
    return (
      <div style={style} className={className}>
        {this.props.children}
      </div>
    )
  }
}

export {HorizontalLayout, VerticalLayout, Column, Row}","Design a layout system in React using CSS Modules that includes HorizontalLayout, VerticalLayout, Row, and Column components. The HorizontalLayout and VerticalLayout should take a `equalWidths` prop that, when true, will make all of the children have equal widths. The Row component should take a `gutter` prop that will add space between the children. The Column and Row components should take a `className` prop for adding custom classes."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ImageCameraRear = (props) => (
  <SvgIcon {...props}>
    <path d=""M10 20H5v2h5v2l3-3-3-3v2zm4 0v2h5v-2h-5zm3-20H7C5.9 0 5 .9 5 2v14c0 1.1.9 2 2 2h10c1.1 0 2-.9 2-2V2c0-1.1-.9-2-2-2zm-5 6c-1.11 0-2-.9-2-2s.89-2 1.99-2 2 .9 2 2C14 5.1 13.1 6 12 6z""/>
  </SvgIcon>
);
ImageCameraRear = pure(ImageCameraRear);
ImageCameraRear.displayName = 'ImageCameraRear';
ImageCameraRear.muiName = 'SvgIcon';

export default ImageCameraRear;
",Create a React component that renders an SVG icon for a rear-facing camera. The icon should be made up of paths that define the shape of the camera and its lens. The component should be pure and should have a display name of 'ImageCameraRear'.
"import React from 'react';
import PropTypes from 'prop-types';
import classNames from 'classnames';
import isEqual from 'lodash.isequal';
import TableHeader from './TableHeader';
import Checkbox from '../Checkbox';

const propTypes = {
    columns: (props, propName, componentName) => (
        props[propName] && new Error(`${componentName}: \`${propName}\` is deprecated, please use the component \`TableHeader\` instead.`)
    ),
    data: (props, propName, componentName) => (
        props[propName] && new Error(`${componentName}: \`${propName}\` is deprecated, please use \`rows\` instead. \`${propName}\` will be removed in the next major release.`)
    ),
    onSelectionChanged: PropTypes.func,
    rowKeyColumn: PropTypes.string,
    rows: PropTypes.arrayOf(
        PropTypes.object
    ).isRequired,
    selectable: PropTypes.bool,
    selectedRows: PropTypes.array
};

const defaultProps = {
    onSelectionChanged: () => {
        // do nothing
    }
};

export default Component => {
    class Selectable extends React.Component {
        constructor(props) {
            super(props);

            this.handleChangeHeaderCheckbox = this.handleChangeHeaderCheckbox.bind(this);
            this.handleChangeRowCheckbox = this.handleChangeRowCheckbox.bind(this);
            this.builRowCheckbox = this.builRowCheckbox.bind(this);

            if (props.selectable) {
                this.state = {
                    headerSelected: false,
                    selectedRows: props.selectedRows || []
                };
            }
        }

        componentWillReceiveProps(nextProps) {
            if (nextProps.selectable) {
                const { rows, data, rowKeyColumn } = nextProps;
                const rrows = rows || data;

                if (!isEqual(this.props.rows || this.props.data, rrows) ||
                    !isEqual(this.props.selectedRows, nextProps.selectedRows)) {
                    // keep only existing rows
                    const selectedRows = (nextProps.selectedRows || this.state.selectedRows)
                        .filter(k => rrows
                            .map((row, i) => row[rowKeyColumn] || row.key || i)
                            .indexOf(k) > -1
                        );

                    this.setState({
                        headerSelected: selectedRows.length === rrows.length,
                        selectedRows
                    });

                    if (!nextProps.selectedRows) {
                        nextProps.onSelectionChanged(selectedRows);
                    }
                }
            }
        }

        handleChangeHeaderCheckbox(e) {
            const { rowKeyColumn, rows, data } = this.props;
            const selected = e.target.checked;
            const selectedRows = selected
                ? (rows || data).map((row, idx) => row[rowKeyColumn] || row.key || idx)
                : [];

            this.setState({
                headerSelected: selected,
                selectedRows
            });

            this.props.onSelectionChanged(selectedRows);
        }

        handleChangeRowCheckbox(e) {
            const { rows, data } = this.props;
            const rowId = JSON.parse(e.target.dataset
                ? e.target.dataset.reactmdl
                : e.target.getAttribute('data-reactmdl')
            ).id;
            const rowChecked = e.target.checked;
            const selectedRows = this.state.selectedRows;

            if (rowChecked) {
                selectedRows.push(rowId);
            } else {
                const idx = selectedRows.indexOf(rowId);
                selectedRows.splice(idx, 1);
            }

            this.setState({
                headerSelected: (rows || data).length === selectedRows.length,
                selectedRows
            });

            this.props.onSelectionChanged(selectedRows);
        }

        builRowCheckbox(content, row, idx) {
            const rowKey = row[this.props.rowKeyColumn] || row.key || idx;
            const isSelected = this.state.selectedRows.indexOf(rowKey) > -1;
            return (
                <Checkbox
                    className=""mdl-data-table__select""
                    data-reactmdl={JSON.stringify({ id: rowKey })}
                    checked={isSelected}
                    onChange={this.handleChangeRowCheckbox}
                />
            );
        }

        render() {
            const { rows, data, selectable, children, rowKeyColumn, ...otherProps } = this.props;

            // remove unwatned props
            // see https://github.com/Hacker0x01/react-datepicker/issues/517#issuecomment-230171426
            delete otherProps.onSelectionChanged;
            delete otherProps.selectedRows;

            const realRows = selectable
                ? (rows || data).map((row, idx) => {
                    const rowKey = row[rowKeyColumn] || row.key || idx;
                    return {
                        ...row,
                        className: classNames({
                            'is-selected': this.state.selectedRows.indexOf(rowKey) > -1
                        }, row.className)
                    };
                })
                : (rows || data);

            return (
                <Component rows={realRows} {...otherProps}>
                    {selectable && (
                        <TableHeader name=""mdl-header-select"" cellFormatter={this.builRowCheckbox}>
                            <Checkbox
                                className=""mdl-data-table__select""
                                checked={this.state.headerSelected}
                                onChange={this.handleChangeHeaderCheckbox}
                            />
                        </TableHeader>
                    )}
                    {children}
                </Component>
            );
        }
    }
    Selectable.propTypes = propTypes;
    Selectable.defaultProps = defaultProps;
    return Selectable;
};
","Create a React Higher Order Component that allows to add selection functionality to a table component that receives an array of objects as props. The table component should render headers and rows. The HOC should have the following behaviour:
- It should add a checkbox column to the left of the table.
- It should provide a way to select/deselect all the rows by clicking on the header checkbox.
- It should update the list of selected rows when a row checkbox is clicked.
- It should pass the list of selected rows to the wrapped component through a prop.
- It should remove `columns` and `data` props from the wrapped component, as they are deprecated."
"import React from 'react';
import ReactDOM from 'react-dom';
import { createBrowserHistory } from 'history';

import {
    HashRouter,
    Route,
    Switch
} from 'react-router-dom';

import App from './containers/App/App.jsx';

import './assets/css/bootstrap.min.css';
import './assets/css/animate.min.css';
import './assets/sass/light-bootstrap-dashboard.css';
import './assets/css/demo.css';
import './assets/css/pe-icon-7-stroke.css';



const history = createBrowserHistory();

ReactDOM.render((
    <HashRouter history={history}>
        <Switch>
            <Route path=""/"" name=""Home"" component={App}/>
        </Switch>
    </HashRouter>
),document.getElementById('root'));
",Create a React application with routing using the HashRouter and render an App component as the root component.
"import React from 'react'
import { Form, TextArea } from 'semantic-ui-react'

const TextAreaExampleAutoHeightMinHeight = () => (
  <Form>
    <TextArea autoHeight placeholder='Try adding multiple lines' style={{ minHeight: 100 }} />
  </Form>
)

export default TextAreaExampleAutoHeightMinHeight
","Generate the code snippet in React.js to create a text area that automatically expands its height based on the content, but has a minimum height."
