output,prompt
"import React from 'react';
import {
    DataList,
    DataListItem,
    DataListItemRow,
    DataListItemCells,
    DataListCell,
    Title
} from '@patternfly/react-core';

export const ExtensionsDataList = (props) =>
(
    <DataList aria-label=""Community extensions"">
        {props.data.map(item => {
            const links = item.links.map((link, index) => {
                return (
                    <span key={index} className=""pf-c-extensions__link"">
                        <a href={link.href} target=""_blank"" rel=""noopener noreferrer"">{link.name}</a>
                    </span>
                );
            });
            return (
                <DataListItem aria-labelledby=""simple-item1"">
                    <DataListItemRow>
                        <DataListItemCells
                            dataListCells={[
                                <DataListCell key=""primary content"" width={2}>
                                    <Title headingLevel=""h3"">{item.component}</Title>
                                    <span className=""pf-c-extensions__component-description"">{item.description}</span>
                                </DataListCell>,
                                <DataListCell key=""secondary content"">{links}</DataListCell>
                            ]}
                        />
                    </DataListItemRow>
                </DataListItem>
            )
        })}
    </DataList>
);","Design a React component that renders a data list displaying extension data. The component should include a heading, description, and list of links for each extension."
"import React from 'react'
import Input from '../common/forms/Input'
const LoginForm = (props) => (
  <div className='container'>
    <form>
      <div className='error'>{props.error}</div>
      <Input
        type='email'
        name='email'
        value={props.user.email}
        placeholder='E-mail'
        onChange={props.onChange} />
      <br />
      <Input
        type='password'
        name='password'
        value={props.user.password}
        placeholder='Password'
        onChange={props.onChange} />
      <input className='btn btn-primary' type='submit' value='login' onClick={props.onSave} />
      <br />
    </form>
  </div>
)

export default LoginForm
","Generate a React component called LoginForm that has three input fields: email, password, and submit. The component will have an error message displayed if there is one."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let HardwareSecurity = (props) => (
  <SvgIcon {...props}>
    <path d=""M12 1L3 5v6c0 5.55 3.84 10.74 9 12 5.16-1.26 9-6.45 9-12V5l-9-4zm0 10.99h7c-.53 4.12-3.28 7.79-7 8.94V12H5V6.3l7-3.11v8.8z""/>
  </SvgIcon>
);
HardwareSecurity = pure(HardwareSecurity);
HardwareSecurity.displayName = 'HardwareSecurity';
HardwareSecurity.muiName = 'SvgIcon';

export default HardwareSecurity;
",Generate a React component that renders an SVG icon of a lock with a keyhole in the center. The icon should be pure and have a display name of 'HardwareSecurity'.
"/* @flow */
import React from 'react';
import Icon from 'mineral-ui/Icon';

import type { IconProps } from 'mineral-ui/Icon/types';

/* eslint-disable prettier/prettier */
export default function IconRemoveCircle(props: IconProps) {
  const iconProps = {
    rtl: false,
    ...props
  };

  return (
    <Icon {...iconProps}>
      <g>
        <path d=""M12 2C6.48 2 2 6.48 2 12s4.48 10 10 10 10-4.48 10-10S17.52 2 12 2zm5 11H7v-2h10v2z""/>
      </g>
    </Icon>
  );
}

IconRemoveCircle.displayName = 'IconRemoveCircle';
IconRemoveCircle.category = 'content';
","Generate a React component using Mineral UI's Icon component with ""RemoveCircle"" iconography and provide type checking with flow."
"import React, { Component } from 'react';
import PropTypes from 'prop-types';
import { Link } from 'react-router';
import Formsy from 'formsy-react';
import autoBind from '../../lib/autoBind';
import { Input, Textarea } from 'formsy-react-components';

class UserForm extends Component {
  constructor(props, context) {
    super(props, context);

    this.state = {
      canSubmit: false
    };

    autoBind(this, {
      bindOnly: ['enableButton', 'disableButton',  'submit', 'resetForm']
    });
  }

  enableButton() {
    this.setState({
      canSubmit: true
    });
  }

  disableButton() {
    this.setState({
      canSubmit: false
    });
  }

  submit(model) {
    this.props.onSave(model);
  }

  resetForm() {
    this.refs.form.reset();
  }

  render() {
    return (
      <div>
        <Formsy.Form ref=""form"" className=""horizontal"" onValidSubmit={this.submit} onValid={this.enableButton} onInvalid={this.disableButton}>
          <Input formNoValidate required name=""name"" label=""Name"" placeholder=""Name"" value={this.props.user.name || ''} />
          <Input formNoValidate required name=""email"" label=""Email"" placeholder=""Email"" value={this.props.user.email || ''}
            validations=""isEmail""
            validationError=""This is not a valid email"" />
          <div>
            <button type=""button"" onClick={this.resetForm}>Reset</button>
            &nbsp;
            <input type=""submit"" disabled={!this.state.canSubmit} value={this.props.saving ? 'Saving... ' : 'Save'} />
            &nbsp;
            <Link to=""/app/users"">Cancel</Link>
          </div>
        </Formsy.Form>
      </div>
    );
  }
}

UserForm.propTypes = {
  onSave: PropTypes.func.isRequired,
  saving: PropTypes.bool.isRequired,
  user: PropTypes.object.isRequired
};

export default UserForm;
","Create a React component that displays a form with the following fields: name, email. Add validation to the email field using `formsy-react-components`. The form should contain two buttons: ""Reset"" and ""Save"". The ""Save"" button should be disabled if the form is invalid. When the form is submitted, the `onSave` callback should be invoked, passing in an object containing the form values."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let SocialNotifications = (props) => (
  <SvgIcon {...props}>
    <path d=""M12 22c1.1 0 2-.9 2-2h-4c0 1.1.89 2 2 2zm6-6v-5c0-3.07-1.64-5.64-4.5-6.32V4c0-.83-.67-1.5-1.5-1.5s-1.5.67-1.5 1.5v.68C7.63 5.36 6 7.92 6 11v5l-2 2v1h16v-1l-2-2z""/>
  </SvgIcon>
);
SocialNotifications = pure(SocialNotifications);
SocialNotifications.displayName = 'SocialNotifications';

export default SocialNotifications;
","Create a React component that renders a Material Design social notifications icon. The component should be pure and have a display name of ""SocialNotifications""."
"/*! React Starter Kit | MIT License | http://www.reactstarterkit.com/ */

import React, { Component } from 'react'; // eslint-disable-line no-unused-vars
import EventEmitter from 'eventemitter3';
import { canUseDOM } from 'fbjs/lib/ExecutionEnvironment';

let EE;
let viewport = {width: 1366, height: 768}; // Default size for server-side rendering
const RESIZE_EVENT = 'resize';

function handleWindowResize() {
  if (viewport.width !== window.innerWidth || viewport.height !== window.innerHeight) {
    viewport = {width: window.innerWidth, height: window.innerHeight};
    EE.emit(RESIZE_EVENT, viewport);
  }
}

function withViewport(ComposedComponent) {
  return class WithViewport extends Component {

    constructor() {
      super();

      this.state = {
        viewport: canUseDOM ? {width: window.innerWidth, height: window.innerHeight} : viewport,
      };
    }

    componentDidMount() {
      if (!EE) {
        EE = new EventEmitter();
        window.addEventListener('resize', handleWindowResize);
        window.addEventListener('orientationchange', handleWindowResize);
      }

      EE.on(RESIZE_EVENT, this.handleResize, this);
    }

    componentWillUnmount() {
      EE.removeListener(RESIZE_EVENT, this.handleResize, this);
      if (!EE.listeners(RESIZE_EVENT, true)) {
        window.removeEventListener('resize', handleWindowResize);
        window.removeEventListener('orientationchange', handleWindowResize);
        EE = null;
      }
    }

    render() {
      return <ComposedComponent {...this.props} viewport={this.state.viewport}/>;
    }

    handleResize(value) {
      this.setState({viewport: value}); // eslint-disable-line react/no-set-state
    }

  };
}

export default withViewport;
","Create a React higher-order component that provides the current viewport dimensions, as an object with `width` and `height` properties, to the wrapped component as a prop named `viewport`. It should listen to the window `resize` and `orientationchange` events and update the viewport dimensions when they change. The component should also clean up event listeners when unmounted."
"import React, { Component } from 'react';
import { reduxForm } from 'redux-form';
import * as actions from '../../actions';

class Signin extends Component {
  handleFormSubmit({email, password}){
    console.log(email, password);
    // need to do something to log user in
    this.props.signinUser({ email, password });
  }

  renderAlert(){
    if(this.props.errorMessage){
      return (
        <div className=""alert alert-danger"">
          <strong>Oops!</strong> {this.props.errorMessage}
        </div>
      )
    }
  }

  render() {
    const { handleSubmit, fields: { email, password }} = this.props;

    return (
      <form onSubmit={handleSubmit(this.handleFormSubmit.bind(this))}>
        <fieldset className=""form-group"">
          <label>Email: </label>
          <input {...email} className=""form-control"" />
        </fieldset>
        <fieldset className=""form-group"">
          <label>Password: </label>
          <input {...password} type=""password"" className=""form-control"" />
        </fieldset>
        {this.renderAlert()}
        <button action=""submit"" className=""btn btn-primary"">Sign in</button>
      </form>
    )
  }
}

function mapStateToProps(state){
  return { errorMessage: state.auth.error };
}

export default reduxForm({
  form: 'signin',
  fields: ['email', 'password']
}, mapStateToProps, actions)(Signin);
","Create a React component called Signin that allows a user to sign in using a form with an email and password. The component should dispatch an action to log the user in when the form is submitted. If there is an error during sign in, the component should display an alert message."
"var _extends = Object.assign || function (target) { for (var i = 1; i < arguments.length; i++) { var source = arguments[i]; for (var key in source) { if (Object.prototype.hasOwnProperty.call(source, key)) { target[key] = source[key]; } } } return target; };

import React, { Component } from 'react';
import PropTypes from 'prop-types';
import styles from '../../../build/styles';
import { getCallbacks } from './../../helper/helper';

export default class Media extends Component {

  createClassName() {
    return [styles.media, this.props.className].join(' ').trim();
  }

  render() {
    return React.createElement(
      'article',
      _extends({}, getCallbacks(this.props), {
        style: this.props.style,
        className: this.createClassName()
      }),
      this.props.children
    );
  }
}
Media.propTypes = {
  style: PropTypes.object,
  children: PropTypes.any,
  className: PropTypes.string
};
Media.defaultProps = {
  style: {},
  className: ''
};","Describe in detail a React component that creates an article element with a class name derived from props. Pass event callbacks and an optional style and className prop to the article element, ensuring that the component renders all child components."
"import React from 'react';

export function Newsletter() {
	return (
		<section className=""newsletter bg-black white pt3 pt5-m"">
			<div id=""mc_embed_signup"" className=""grid"">
				<div className=""grid-item w-10 push-1"">
					<h3 className=""f2"">Our newsletter</h3>
				</div>
				<form
					className=""grid-item w-10 push-1 validate justify-end""
					action=""//fathomlondon.us16.list-manage.com/subscribe/post?u=9e5fce7688712fa6bf674d034&amp;id=adf3cf97ef""
					method=""post""
					id=""mc-embedded-subscribe-form""
					name=""mc-embedded-subscribe-form""
					target=""_blank""
				>
					<div id=""mc_embed_signup_scroll"">
						<div className=""mc-field-group"">
							<label htmlFor=""mce-EMAIL"" className=""label light-grey"">
								Email Address
							</label>
							<input
								type=""email""
								required
								placeholder=""you@email.com""
								name=""EMAIL""
								className=""required email""
								id=""mce-EMAIL""
							/>
						</div>

						<div id=""mce-responses"" className=""clear"">
							<div
								className=""response""
								id=""mce-error-response""
								style={{ display: 'none' }}
							/>
							<div
								className=""response""
								id=""mce-success-response""
								style={{ display: 'none' }}
							/>
						</div>

						{/* real people should not fill this in and expect good things - do not remove this or risk form bot signups */}
						<div style={{ position: 'absolute', left: '-5000px' }} hidden>
							<input
								type=""text""
								name=""b_9e5fce7688712fa6bf674d034_adf3cf97ef""
								tabIndex=""-1""
							/>
						</div>

						<div className=""flex justify-end"">
							<input
								type=""submit""
								value=""Subscribe""
								name=""subscribe""
								title=""Subscribe""
								aria-label=""Subscribe""
								id=""mc-embedded-subscribe""
								className=""button mt1 hover-bg-white hover-black""
							/>
						</div>
					</div>
				</form>
			</div>
		</section>
	);
}
","Generate React component code for a newsletter signup form, with a grid layout and designed with accessibility in mind."
"import React from 'react';
import {connect} from 'react-redux';
import operations from '../operations';
import FileUploadComponent from './FileUploadComponent';
import DataDisplayComponent from './DataDisplayComponent';
import selectors from '../selectors';

export class DataContainer extends React.Component {

  constructor(props) {
    super(props);
  }

  render() {
    const {
      onFileUpload,
      loading,
      itemNames
    } = this.props;

    return (
      <div>
        <FileUploadComponent onFileUpload={onFileUpload} loading={loading}/>
        <DataDisplayComponent itemNames={itemNames}/>
      </div>
    );
  }

}

const mapStateToProps = state => {
  const dataLoader = selectors.dataLoaderRootSelector(state);
  return {
    itemNames: selectors.getItemNames(dataLoader),
    loading: selectors.isLoading(dataLoader),
    error: selectors.getError(dataLoader)
  };
};

const dispatchToProps = dispatch => {
  return {
    onFileUpload: file => {
      dispatch(operations.loadFile(file));
    }
  };
};

export default connect(mapStateToProps, dispatchToProps)(DataContainer);","Generate the React component code that handles file upload and data display. The component should use Redux for state management and have the following functionality:
- File upload functionality using FileUploadComponent
- Data display functionality using DataDisplayComponent
- The component should connect to the Redux store and use appropriate selectors and operations for data management"
"import React from 'react';
import Header from '../components/Header.js';

export default class Logout extends React.Component {
  static async getInitialProps({ req }) {
    const user = req ? req.user : null;
    return { user };
  }

  componentDidMount() {
    if (this.props.user) {
      try {
        window.localStorage.setItem('user', this.props.user);
      } catch (err) {}
    } else if (typeof this.props.user !== 'undefined') {
      window.localStorage.removeItem('user');
    }
  }

  render() {
    return (
      <div>
        <Header />
        <h1>Logged out!</h1>
      </div>
    );
  }
}
","Create a user authentication system with React.js that allows a user to log in and out of a page. Upon logging in, the user's details should be stored in the local storage. Upon logging out, the user's details should be removed from the local storage."
"import React from 'react';
import { Scatter } from 'react-chartjs-2';

const scatterChart = ({color = 'blue', values = [], keys = {}, title = ''}) => {
  const data = {
    datasets: [{
      label: `${keys.x} / ${keys.y}`,
      fill: false,
      pointBackgroundColor: 'rgba(0, 0, 0, 0)',
      pointBorderColor: 'rgba(0, 0, 0, 0)',
      borderColor: color,
      data: values.map(line => ({x: line[keys.x], y: line[keys.y]}))
    }]
  }
  const options = {

    title: {
      display: title ? true : false,
      text: title,
      fontSize: 24
    }
  }
  return <Scatter data={data} options={options} />
};

const charts = {
  scatter: props => scatterChart(props),
};

const Chart = ({type, ...props}) => charts[type](props);

export default Chart;
","Design a custom React component that renders a scatter plot chart using the `react-chartjs-2` library. Include options to customize the chart's color, data points, x and y axis labels, and title."
"import React, { Component } from 'react';
import { TabBar, Tab, Panel, Container } from '@extjs/ext-react';

export default class TabBarExample extends Component {

    state = {
        activeTab: ""download""
    }

    render() {
        const { activeTab } = this.state;

        return (
            <Container layout={{ type: 'vbox', align: 'center' }} padding=""10"">
                <Panel ui=""instructions"" margin=""0 0 20 0"" shadow >
                    <div>To acheive the look and feel of tabs without using a <code>TabPanel</code>, you can use <code>TabBar</code> and <code>Tab</code> as standalone components.</div>
                </Panel>

                <TabBar width=""400"" shadow onActiveTabChange={this.onTabChange} activeTab={activeTab}>
                    <Tab itemId=""info"" title=""Info"" iconCls=""x-fa fa-info-circle"" onActivate={this.onActivateTab}/>
                    <Tab itemId=""download"" title=""Download"" iconCls=""x-fa fa-download"" badgeText=""2"" onActivate={this.onActivateTab}/>
                    <Tab itemId=""favorites"" title=""Favorites"" iconCls=""x-fa fa-star"" onActivate={this.onActivateTab}/>
                    <Tab itemId=""bookmarks"" title=""Bookmarks"" iconCls=""x-fa fa-bookmark"" onActivate={this.onActivateTab}/>
                </TabBar>

                <Panel ui=""instructions"" margin=""20 0 0 0"" shadow >
                    <div>Active Tab: {activeTab}</div>
                </Panel>
            </Container>
        )
    }

    onTabChange = (bar, tab) => {
        this.setState({ activeTab: tab.getItemId() })
    }

} ",Illustrate an alternative approach to creating tabs without using a TabPanel component by utilizing TabBar and Tab components. Include instructions for changing the active tab and displaying the currently active tab's ID.
"import React from 'react';
import classSet from 'classnames';
import BootstrapMixin from './BootstrapMixin';
import SafeAnchor from './SafeAnchor';

const Thumbnail = React.createClass({
  mixins: [BootstrapMixin],

  propTypes: {
    alt: React.PropTypes.string,
    href: React.PropTypes.string,
    src: React.PropTypes.string
  },

  getDefaultProps() {
    return {
      bsClass: 'thumbnail'
    };
  },

  render() {
    let classes = this.getBsClassSet();

    if(this.props.href) {
      return (
        <SafeAnchor {...this.props} href={this.props.href} className={classSet(this.props.className, classes)}>
          <img src={this.props.src} alt={this.props.alt} />
        </SafeAnchor>
      );
    }
    else {
      if(this.props.children) {
        return (
          <div {...this.props} className={classSet(this.props.className, classes)}>
            <img src={this.props.src} alt={this.props.alt} />
            <div className=""caption"">
              {this.props.children}
            </div>
          </div>
        );
      }
      else {
        return (
          <div {...this.props} className={classSet(this.props.className, classes)}>
            <img src={this.props.src} alt={this.props.alt} />
          </div>
        );
      }
    }
  }
});

export default Thumbnail;
",Create a React component called `Thumbnail` that displays an image with an optional caption and can be clicked if a URL is provided.
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let EditorShortText = (props) => (
  <SvgIcon {...props}>
    <path d=""M4 9h16v2H4zm0 4h10v2H4z""/>
  </SvgIcon>
);
EditorShortText = pure(EditorShortText);
EditorShortText.displayName = 'EditorShortText';
EditorShortText.muiName = 'SvgIcon';

export default EditorShortText;
",Create a React component that imports the SvgIcon element from a library and defines a new component called EditorShortText. This component should use the SvgIcon and define the path data for the icon.
"import React, { Component } from 'react';
import { Link, RouteHandler } from 'react-router';

import { Jumbotron, Nav, Row, Col } from 'react-bootstrap';

import { NavItemLink } from 'react-router-bootstrap';

import AuthStore from '../stores/auth';
import SignIn from '../pages/signin';

export default class MainLayout extends Component {
  static displayName = 'MainLayout';
  constructor() {
    super();
  }

  static willTransitionTo(transition) {
    if (!AuthStore.isLoggedIn()) {
      SignIn.attemptedTransition = transition;
      transition.redirect('sign-in');
    }
  }

  render() {
    return (
      <div>
      <div className=""container"">
        <Row>
          <Col md={2}>
            <h3>Links</h3>
            <Nav bsStyle=""pills"" stacked>
              <NavItemLink to=""index"">Index</NavItemLink>
              <NavItemLink to=""null-page"">Null</NavItemLink>
            </Nav>
          </Col>
          <Col md={10} className=""well"">
            <RouteHandler />
          </Col>
        </Row>
      </div>
      </div>
    );
  }
}
","Create a React component that utilizes React Router to implement protected routes, ensuring that unauthorized users are redirected to a login page before accessing certain routes."
"import React, { Component } from 'react';
import PropTypes from 'prop-types';

export default class ErrorBoundary extends Component {

  static propTypes = {
    children: PropTypes.node,
  }

  state = {
    error: null,
    errorInfo: null,
  };

  componentDidCatch(error, errorInfo) {
    this.setState({
      error,
      errorInfo,
    });
  }

  render() {
    if (this.state.errorInfo) {
      return (
        <div>
          <h2>Error</h2>
          <p>{this.state.error && this.state.error.toString()}</p>
          <pre>{this.state.errorInfo.componentStack}</pre>
        </div>
      );
    }

    return this.props.children;
  }
}
","Create a React component called ErrorBoundary that implements error boundaries. The component should log errors and error information to the console, display a friendly error message to the user, and fall back to displaying the children if no error occurs."
"import React from 'react';
import ImmutablePropTypes from 'react-immutable-proptypes';
import PropTypes from 'prop-types';
import IconButton from '../../../components/icon_button';
import { defineMessages, injectIntl } from 'react-intl';
import UploadProgressContainer from '../containers/upload_progress_container';
import Motion from 'react-motion/lib/Motion';
import spring from 'react-motion/lib/spring';

const messages = defineMessages({
  undo: { id: 'upload_form.undo', defaultMessage: 'Undo' },
});

class UploadForm extends React.PureComponent {

  static propTypes = {
    media: ImmutablePropTypes.list.isRequired,
    onRemoveFile: PropTypes.func.isRequired,
    intl: PropTypes.object.isRequired,
  };

  onRemoveFile = (e) => {
    const id = Number(e.currentTarget.parentElement.getAttribute('data-id'));
    this.props.onRemoveFile(id);
  }

  render () {
    const { intl, media } = this.props;

    const uploads = media.map(attachment =>
      <div className='compose-form__upload' key={attachment.get('id')}>
        <Motion defaultStyle={{ scale: 0.8 }} style={{ scale: spring(1, { stiffness: 180, damping: 12 }) }}>
          {({ scale }) =>
            <div className='compose-form__upload-thumbnail' data-id={attachment.get('id')} style={{ transform: `translateZ(0) scale(${scale})`, backgroundImage: `url(${attachment.get('preview_url')})` }}>
              <IconButton icon='times' title={intl.formatMessage(messages.undo)} size={36} onClick={this.onRemoveFile} />
            </div>
          }
        </Motion>
      </div>
    );

    return (
      <div className='compose-form__upload-wrapper'>
        <UploadProgressContainer />
        <div className='compose-form__uploads-wrapper'>{uploads}</div>
      </div>
    );
  }

}

export default injectIntl(UploadForm);
",Create a React component that displays a list of uploaded media files with the ability to remove them. The component should have a smooth animation on the uploaded file as it appears on the screen and a thumbnail of the file using a provided preview URL. The component should be able to receive a list of media files as a prop.
"import _extends from 'babel-runtime/helpers/extends';
import _objectWithoutProperties from 'babel-runtime/helpers/objectWithoutProperties';
import _classCallCheck from 'babel-runtime/helpers/classCallCheck';
import _possibleConstructorReturn from 'babel-runtime/helpers/possibleConstructorReturn';
import _inherits from 'babel-runtime/helpers/inherits';
import classNames from 'classnames';
import React from 'react';
import elementType from 'prop-types-extra/lib/elementType';

import { bsClass, getClassSet, splitBsProps } from './utils/bootstrapUtils';

var propTypes = {
  componentClass: elementType
};

var defaultProps = {
  componentClass: 'div'
};

var MediaBody = function (_React$Component) {
  _inherits(MediaBody, _React$Component);

  function MediaBody() {
    _classCallCheck(this, MediaBody);

    return _possibleConstructorReturn(this, _React$Component.apply(this, arguments));
  }

  MediaBody.prototype.render = function render() {
    var _props = this.props,
        Component = _props.componentClass,
        className = _props.className,
        props = _objectWithoutProperties(_props, ['componentClass', 'className']);

    var _splitBsProps = splitBsProps(props),
        bsProps = _splitBsProps[0],
        elementProps = _splitBsProps[1];

    var classes = getClassSet(bsProps);

    return React.createElement(Component, _extends({}, elementProps, {
      className: classNames(className, classes)
    }));
  };

  return MediaBody;
}(React.Component);

MediaBody.propTypes = propTypes;
MediaBody.defaultProps = defaultProps;

export default bsClass('media-body', MediaBody);","Generate the React code for the `MediaBody` component, which is a container for the body content of a media component. It should support custom `componentClass` prop and use `classNames` to combine the provided `className` prop and generated class set."
"/* eslint-disable import/no-extraneous-dependencies, import/no-unresolved, import/extensions */

import PropTypes from 'prop-types';
import React from 'react';

const buttonStyles = {
  border: '1px solid #eee',
  borderRadius: 3,
  backgroundColor: '#FFFFFF',
  cursor: 'pointer',
  fontSize: 15,
  padding: '3px 10px',
  margin: 10,
};

const Button = ({ children, onClick }) =>
  <button style={buttonStyles} onClick={onClick}>
    {children}
  </button>;

Button.propTypes = {
  children: PropTypes.string.isRequired,
  onClick: PropTypes.func,
};
Button.defaultProps = {
  onClick: () => {},
};

export default Button;
","Design a simple and customizable React button component with specified border, background color, and padding. Include propTypes and defaultProps for the component."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ActionPageview = (props) => (
  <SvgIcon {...props}>
    <path d=""M11.5 9C10.12 9 9 10.12 9 11.5s1.12 2.5 2.5 2.5 2.5-1.12 2.5-2.5S12.88 9 11.5 9zM20 4H4c-1.1 0-2 .9-2 2v12c0 1.1.9 2 2 2h16c1.1 0 2-.9 2-2V6c0-1.1-.9-2-2-2zm-3.21 14.21l-2.91-2.91c-.69.44-1.51.7-2.39.7C9.01 16 7 13.99 7 11.5S9.01 7 11.5 7 16 9.01 16 11.5c0 .88-.26 1.69-.7 2.39l2.91 2.9-1.42 1.42z""/>
  </SvgIcon>
);
ActionPageview = pure(ActionPageview);
ActionPageview.displayName = 'ActionPageview';

export default ActionPageview;
","Generate the React component code for a Material Design icon representing a page view, using the 'recompose/pure' library for performance optimization. Name the component 'ActionPageview'."
"import _extends from 'babel-runtime/helpers/extends';
import _isNil from 'lodash/isNil';

import cx from 'classnames';
import PropTypes from 'prop-types';
import React from 'react';

import { customPropTypes, getElementType, getUnhandledProps, META } from '../../lib';

/**
 * A step can contain a title.
 */
function StepTitle(props) {
  var children = props.children,
      className = props.className,
      title = props.title;

  var classes = cx('title', className);
  var rest = getUnhandledProps(StepTitle, props);
  var ElementType = getElementType(StepTitle, props);

  return React.createElement(
    ElementType,
    _extends({}, rest, { className: classes }),
    _isNil(children) ? title : children
  );
}

StepTitle.handledProps = ['as', 'children', 'className', 'title'];
StepTitle._meta = {
  name: 'StepTitle',
  parent: 'Step',
  type: META.TYPES.ELEMENT
};

process.env.NODE_ENV !== ""production"" ? StepTitle.propTypes = {
  /** An element type to render as (string or function). */
  as: customPropTypes.as,

  /** Primary content. */
  children: PropTypes.node,

  /** Additional classes. */
  className: PropTypes.string,

  /** Shorthand for primary content. */
  title: customPropTypes.contentShorthand
} : void 0;

export default StepTitle;","Generate the code snippet for a React component called StepTitle, which can optionally contain a title and is used within a Step component."
"/*
 * Copyright (c) 2016-present, Parse, LLC
 * All rights reserved.
 *
 * This source code is licensed under the license found in the LICENSE file in
 * the root directory of this source tree.
 */
import React from 'react';
import Field from 'components/Field/Field.react';
import Label from 'components/Label/Label.react';

export const component = Label;

export const demos = [
  {
    render: () => (
      <Field
        label={<Label text='This is my text.' description='This is my description.' />}
        input={null} />
    )
  }
];
","Design the code block for a component that displays a label with text and description, and demonstrate its usage in a field."
"import React from 'react'
import { action as MetaAction, AppLoader } from 'mk-meta-engine'
import config from './config'

class action {
    constructor(option) {
        this.metaAction = option.metaAction
        this.config = config.current
        this.webapi = this.config.webapi
    }

    onInit = ({ component, injections }) => {
        this.component = component
        this.injections = injections
        injections.reduce('init')

        this.load()
    }

    load = async () => {
        const response = await this.webapi.version.query()
        this.injections.reduce('load', response)
    }


}

export default function creator(option) {
    const metaAction = new MetaAction(option),
        o = new action({ ...option, metaAction }),
        ret = { ...metaAction, ...o }

    metaAction.config({ metaHandlers: ret })

    return ret
}","Create a class-based action that initializes an MK-Meta-Engine action with a given option, loads data from a web API, and provides a way to reduce injections for both initialization and data loading."
"import './login.styl';
import Component from '../components/component.react';
import React from 'react';
import exposeRouter from '../components/exposerouter.react';
import {focusInvalidField} from '../lib/validation';

@exposeRouter
export default class Login extends Component {

  static propTypes = {
    actions: React.PropTypes.object.isRequired,
    auth: React.PropTypes.object.isRequired,
    msg: React.PropTypes.object.isRequired,
    router: React.PropTypes.func
  }

  onFormSubmit(e) {
    e.preventDefault();
    const {actions: {auth}, auth: {form}} = this.props;
    auth.login(form.fields)
      .then(() => this.redirectAfterLogin())
      .catch(focusInvalidField(this));
  }

  redirectAfterLogin() {
    const {router} = this.props;
    const nextPath = router.getCurrentQuery().nextPath;
    router.replaceWith(nextPath || 'home');
  }

  render() {
    const {
      actions: {auth: actions},
      auth: {form},
      msg: {auth: {form: msg}}
    } = this.props;

    return (
      <div className=""login"">
        <form onSubmit={::this.onFormSubmit}>
          <fieldset disabled={form.disabled}>
            <legend>{msg.legend}</legend>
            <input
              autoFocus
              name=""email""
              onChange={actions.setFormField}
              placeholder={msg.placeholder.email}
              value={form.fields.email}
            />
            <br />
            <input
              name=""password""
              onChange={actions.setFormField}
              placeholder={msg.placeholder.password}
              type=""password""
              value={form.fields.password}
            />
            <br />
            <button
              children={msg.button.login}
              type=""submit""
            />
            {form.error &&
              <span className=""error-message"">{form.error.message}</span>
            }
            <div>{msg.hint}</div>
          </fieldset>
        </form>
      </div>
    );
  }

}
",Generate a React component class named Login that is used for user authentication. The component should handle form submission and redirect the user to a specified path after successful login. Include relevant propTypes and necessary functions for form handling and error handling.
"import _$ from 'jquery';
import React from 'react';
import ReactDOM from 'react-dom';
import TestUtils from 'react-addons-test-utils';
import jsdom from 'jsdom';
import chai, { expect } from 'chai';
import chaiJquery from 'chai-jquery';
import { Provider } from 'react-redux';
import { createStore } from 'redux';
import reducers from '../src/reducers';

global.document = jsdom.jsdom('<!doctype html><html><body></body></html>');
global.window = global.document.defaultView;
global.navigator = global.window.navigator;
const $ = _$(window);

chaiJquery(chai, chai.util, $);

function renderComponent(ComponentClass, props = {}, state = {}) {
  const componentInstance =  TestUtils.renderIntoDocument(
    <Provider store={createStore(reducers, state)}>
      <ComponentClass {...props} />
    </Provider>
  );

  return $(ReactDOM.findDOMNode(componentInstance));
}

$.fn.simulate = function(eventName, value) {
  if (value) {
    this.val(value);
  }
  TestUtils.Simulate[eventName](this[0]);
};

export {renderComponent, expect};
","Provide a way to write automated tests for React components using Chai, jsdom, and React Test Utils. Include functions for rendering components and simulating events on their DOM elements."
